datetime_utc,ground_station,range
2020-01-01 16:44:00,Antarctica,2369590.409599076
2020-01-01 16:44:30,Antarctica,2160633.996651037
2020-01-01 16:45:00,Antarctica,1953139.4301496288
2020-01-01 16:45:30,Antarctica,1747897.7904341875
2020-01-01 16:46:00,Antarctica,1546078.6648623687
2020-01-01 16:46:30,Antarctica,1349491.4587821816
2020-01-01 16:47:00,Antarctica,1161068.7991028104
2020-01-01 16:47:30,Antarctica,985770.5711874766
2020-01-01 16:48:00,Antarctica,832185.2342504828
2020-01-01 16:48:30,Antarctica,714671.4055135
2020-01-01 16:49:00,Antarctica,653155.663374419
2020-01-01 16:49:30,Antarctica,663471.3573611685
2020-01-01 16:50:00,Antarctica,742618.9510851606
2020-01-01 16:50:30,Antarctica,871981.9676966708
2020-01-01 16:51:00,Antarctica,1032748.8839454176
2020-01-01 16:51:30,Antarctica,1212351.4449974403
2020-01-01 16:52:00,Antarctica,1403418.3046919925
2020-01-01 16:52:30,Antarctica,1601679.5397371768
2020-01-01 16:53:00,Antarctica,1804582.6405841988
2020-01-01 16:53:30,Antarctica,2010531.9108806457
2020-01-01 16:54:00,Antarctica,2218482.7248038664
2020-01-01 16:54:30,Antarctica,2427719.731032036
2020-01-01 16:55:00,Antarctica,2637732.177137747
2020-01-01 17:31:30,Svalbard,2614519.043487571
2020-01-01 17:32:00,Svalbard,2470377.204835019
2020-01-01 17:32:30,Svalbard,2336001.2125218525
2020-01-01 17:33:00,Svalbard,2213331.2380528906
2020-01-01 17:33:30,Svalbard,2104562.5371930134
2020-01-01 17:34:00,Svalbard,2012082.0273452208
2020-01-01 17:34:30,Svalbard,1938334.5962941146
2020-01-01 17:35:00,Svalbard,1885609.807450894
2020-01-01 17:35:30,Svalbard,1855766.6825147097
2020-01-01 17:36:00,Svalbard,1849953.8600410188
2020-01-01 17:36:30,Svalbard,1868410.7977552142
2020-01-01 17:37:00,Svalbard,1910424.1989460918
2020-01-01 17:37:30,Svalbard,1974457.1929502934
2020-01-01 17:38:00,Svalbard,2058400.465611347
2020-01-01 17:38:30,Svalbard,2159859.103071406
2020-01-01 17:39:00,Svalbard,2276400.67744722
2020-01-01 17:39:30,Svalbard,2405727.8452651342
2020-01-01 17:40:00,Svalbard,2545773.87686616
2020-01-01 17:40:30,Svalbard,2694738.445522816
2020-01-01 18:17:30,Antarctica,2679746.8942768383
2020-01-01 18:18:00,Antarctica,2479724.040057464
